global_idx,sentence,verb,recipient,rec.pron,theme,theme.pron,verb_lemma,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,babylm-default_ratio,babylm-balanced_ratio,loose-balanced_ratio,loose-default_ratio,removed_ratio,conti
16469,"It scared the hell out of me, actually, to tell you the truth.",tell,you,p,the truth,n,tell,VB,11,,PRP,PRON,12,NN,NOUN,13,,,16,dative,alternating,"It scared the hell out of me, actually, to tell the truth to you.",0.2597708702,-0.2339673042,-0.07165193558,0.3085095882,0.1421737670898437,1
10482,"""Show me the place.",Show,me,p,the place,n,show,VB,1,,PRP,PRON,2,NN,NOUN,3,,,6,dative,alternating,"""Show the place to me.",0.436160326,-0.09275436401,0.02262020111,0.03206372261,-0.0730586051940918,1
11287,Why are you telling me this?,telling,me,p,this,i,tell,VBG,3,you,PRP,PRON,4,DT,PRON,5,,,7,dative,alternating,Why are you telling this to me?,-0.02117085457,-0.1257512569,-0.06153059006,-0.09938836098,0.230212926864624,1
9784,I'll give you my email.,give,you,p,my email,n,give,VB,2,i,PRP,PRON,3,NN,NOUN,4,,,7,dative,alternating,I'll give my email to you.,0.08209276199,-0.1009645462,0.1754996777,0.2076537609,-0.1946885585784912,1
18344,Don't give me orders!,give,me,p,orders,n,give,VB,2,,PRP,PRON,3,NNS,NOUN,4,,,6,dative,alternating,Don't give orders to me!,-0.3447840214,0.100924015,-0.243480444,-0.0007832050323,-0.2873146533966064,1
15339,"Next up is Móri, give him a round of applause.",give,him,p,a round of applause,n,give,VB,5,,PRP,PRON,6,NN,NOUN,7,,,12,dative,alternating,"Next up is Móri, give a round of applause to him.",0.2272634506,-0.2159543037,-0.1975574493,0.4341831207,0.1410341262817382,1
11609,"Thank you, for giving me a moment of your valuable time, my dear friends!",giving,me,p,a moment of your valuable time,n,give,VBG,4,,PRP,PRON,5,NN,NOUN,6,,,17,dative,alternating,"Thank you, for giving a moment of your valuable time to me, my dear friends!",0.1997263432,0.05441117287,-0.00128698349,0.1660490036,0.2685215473175049,1
728,hey it's me um just give me a call when you get a chance bye.,give,me,p,a call,n,give,VB,6,,PRP,PRON,7,NN,NOUN,8,,,17,dative,alternating,hey it's me um just give a call to me when you get a chance bye.,0.4405002594,0.01541399956,-0.2670304775,0.4796929359,0.0196657180786132,1
13855,I reckon I better go down and teach him a lesson.,teach,him,p,a lesson,n,teach,VB,7,,PRP,PRON,8,NN,NOUN,9,,,12,dative,alternating,I reckon I better go down and teach a lesson to him.,0.257065773,-0.2335891724,-0.1216616631,0.4994208813,-0.0951735973358154,1
10292,You seem nice so I'll cut you a huge deal,cut,you,p,a huge deal,n,cut,VB,6,i,PRP,PRON,7,NN,NOUN,8,,,11,dative,benefactive_alternating,You seem nice so I'll cut a huge deal for you,-0.4250831604,-0.3905887604,-0.3373069763,-0.09167766571,-0.4913125038146972,1
6054,"He did not pay her anything, of course, --she was his sister.",pay,her,p,anything,n,pay,VB,3,he,PRP,PRON,4,NN,PRON,5,,,15,dative,alternating,"He did not pay anything to her, of course, --she was his sister.",-0.08721709251,-0.1196293831,-0.2601079941,0.1310358047,0.0266149044036865,1
2508,We'll get him a bird table.,get,him,p,a bird table,n,get,VB,2,we,PRP,PRON,3,NN,NOUN,4,,,8,dative,benefactive_alternating,We'll get a bird table for him.,-0.3250379562,-0.4653441906,-0.6829428673,-0.4594657421,-0.421506404876709,1
10523,Who told you that?,told,you,p,that,n,tell,VBD,1,who,PRP,PRON,2,DT,PRON,3,,,5,dative,alternating,Who told that to you?,0.3246281147,0.1641921997,-0.4124724865,0.5303347111,1.246671199798584,1
14036,Let me give you a kiss.,give,you,p,a kiss,n,give,VB,2,me,PRP,PRON,3,NN,NOUN,4,,,7,dative,alternating,Let me give a kiss to you.,0.5555887222,-0.3133459091,-0.1894807816,0.5466089249,0.1887214183807373,1
12252,"I started from zero to a finished product, it'll bring me satisfaction.",bring,me,p,satisfaction,n,bring,VB,11,it,PRP,PRON,12,NN,NOUN,13,,,15,dative,alternating,"I started from zero to a finished product, it'll bring satisfaction to me.",-0.1158061028,-0.2348957062,-0.06863975525,-0.1440105438,-0.2613186836242676,1
11326,I have to tell you something.,tell,you,p,something,n,tell,VB,3,,PRP,PRON,4,NN,PRON,5,,,7,dative,alternating,I have to tell something to you.,0.8398499489,0.07004952431,0.1809561253,0.5828368664,0.8820703029632568,1
8242,"Let   the fact that I am a king, my strong desire, the unstable and   incalculable future that awaits me, let all these hasten our union,   let the fact that we are each of us only children be provided for and   anticipated, so that if Fate wills us anything amiss, we may at least   leave you some pledge of our affection.",leave,you,p,some pledge of our affection,n,leave,VB,64,,PRP,PRON,65,NN,NOUN,66,,,72,dative,alternating/benefactive_alternating,"Let   the fact that I am a king, my strong desire, the unstable and   incalculable future that awaits me, let all these hasten our union,   let the fact that we are each of us only children be provided for and   anticipated, so that if Fate wills us anything amiss, we may at least   leave some pledge of our affection for you.",-0.03253364563,-0.04896783829,-0.06178188324,0.04203081131,-0.0881628990173339,1
18779,God has shown me no pity,shown,me,p,no pity,n,show,VBN,2,god,PRP,PRON,3,NN,NOUN,4,,,6,dative,alternating,God has shown no pity to me,-0.6036133766,-0.4650893211,-0.1864514351,-0.62296772,-0.7728629112243652,1
23431,"and, uh, it cost us a lot of financial problems doing it",cost,us,p,a lot of financial problems,n,cost,VBD,5,it,PRP,PRON,6,NN,NOUN,7,,,14,dative,do_only,"and, uh, it cost a lot of financial problems to us doing it",0.1598441601,-0.3864040375,-0.3259375095,0.2253141403,-0.0823240280151367,1
2959,"But, very simply, what it really means, let me give you an illustration.",give,you,p,an illustration,n,give,VB,12,me,PRP,PRON,13,NN,NOUN,14,,,17,dative,alternating,"But, very simply, what it really means, let me give an illustration to you.",-0.01559925079,-0.3733472824,-0.1935372353,0.1440927982,-0.0106086730957031,1
13269,Cut the pipe and get me the airbag.,get,me,p,the airbag,n,get,VB,4,,PRP,PRON,5,NN,NOUN,6,,,9,dative,benefactive_alternating,Cut the pipe and get the airbag for me.,-0.2042756081,-0.1801812649,0.004596471786,-0.1787619591,-0.1034498214721679,1
13625,"Oh, girls got you some cupcakes or something.",got,you,p,some cupcakes,n,get,VBD,3,girls,PRP,PRON,4,NNS,NOUN,5,,,10,dative,benefactive_alternating,"Oh, girls got some cupcakes for you or something.",-0.3173518181,-0.6022500992,-0.629963398,-0.4285993576,-0.7180666923522949,1
1223,Go and buy myself one.,buy,myself,p,one,i,buy,VB,2,,PRP,PRON,3,NN,NOUN,4,,,6,dative,benefactive_alternating,Go and buy one for myself.,-1.002766609,-0.8837099075,-0.9169678688,-1.073038816,-1.5034894943237305,1
11924,He didn't tell your colleagues anything.,tell,your colleagues,n,anything,n,tell,VB,3,he,NNS,NOUN,4,NN,PRON,6,,,8,dative,alternating,He didn't tell anything to your colleagues.,-0.02628660202,-0.06471920013,0.04675483704,0.1799619198,0.6673166751861572,1
23635,"Price founded the Institute on Ethnicity, Culture, and the Modern Experience in 1997 at Rutgers University-Newark, an interdisciplinary academic center that, through public partnerships and programming, offers the Newark metropolitan area the finest thinkers and artists engaged with key issues of modern life.",offers,the newark metropolitan area,n,the finest thinkers and artists engaged with key issues of modern life,n,offer,VBZ,31,that,NN,NOUN,32,NNS,NOUN,36,,,49,dative,alternating,"Price founded the Institute on Ethnicity, Culture, and the Modern Experience in 1997 at Rutgers University-Newark, an interdisciplinary academic center that, through public partnerships and programming, offers the finest thinkers and artists engaged with key issues of modern life to the Newark metropolitan area.",-0.1683082581,-0.3064260483,-0.2306919098,-0.2866039276,-0.117380142211914,1
13550,And guess who also got you a pizza.,got,you,p,a pizza,n,get,VBD,4,who,PRP,PRON,5,NN,NOUN,6,,,9,dative,benefactive_alternating,And guess who also got a pizza for you.,-0.3132526875,-0.6305875778,-0.8318681717,-0.5788912773,-0.7135353088378906,1
6668,"The greatest event of Houdin’s life was his embassy to Algeria, “at the special request of the French Government, which desired to lessen the influence of the Marabouts, whose conjuring tricks, accepted as actual magic by the Arabs, gave them too much influence. ” He went to play off his tricks against those of Arab priests, or holy men, and, by “greater marvels than they could show, destroy the prestige which they had acquired.",gave,them,p,too much influence,n,give,VBD,45,"whose conjuring tricks , accepted as actual magic by the arabs ,",PRP,PRON,46,NN,NOUN,47,,,88,dative,alternating,"The greatest event of Houdin’s life was his embassy to Algeria, “at the special request of the French Government, which desired to lessen the influence of the Marabouts, whose conjuring tricks, accepted as actual magic by the Arabs, gave too much influence to them. ” He went to play off his tricks against those of Arab priests, or holy men, and, by “greater marvels than they could show, destroy the prestige which they had acquired.",-0.0332570076,-0.01888370514,-0.03570842743,0.006278038025,0.0067076683044433,1
17902,-You served me tea just now.,served,me,p,tea,n,serve,VBD,1,-you,PRP,PRON,2,NN,NOUN,3,,,7,dative,alternating,-You served tea to me just now.,-0.5128736496,-0.66385746,-1.006449699,-0.2963600159,-0.3052549362182617,1
21223,"The 2012 documentary ""Pay It No Mind - The Life and Times of Marsha P. Johnson"" features segments from a 1992 interview with Johnson, which was filmed shortly before their death.",Pay,it,i,no mind,n,pay,VB,4,,PRP,PRON,5,NN,NOUN,6,,,35,dative,alternating,"The 2012 documentary ""Pay no mind to It - The Life and Times of Marsha P. Johnson"" features segments from a 1992 interview with Johnson, which was filmed shortly before their death.",-0.09891867638,-0.01921701431,-0.09910917282,-0.212451458,-0.0377020835876464,1
19523,"I can fix whatever situation you want, but you've got to give me the information, all right?",give,me,p,the information,n,give,VB,13,,PRP,PRON,14,NN,NOUN,15,,,21,dative,alternating,"I can fix whatever situation you want, but you've got to give the information to me, all right?",-0.0790708065,0.02553892136,0.006595373154,0.06403279305,-0.0827405452728271,1
12679,I'll give you my life.,give,you,p,my life,n,give,VB,2,i,PRP,PRON,3,NN,NOUN,4,,,7,dative,alternating,I'll give my life to you.,-0.3196239471,-0.4254481792,-0.4271357059,-0.1144800186,-0.2075533866882324,1
16717,The King will give me the title within the month.,give,me,p,the title,n,give,VB,3,the king,PRP,PRON,4,NN,NOUN,5,,,11,dative,alternating,The King will give the title to me within the month.,0.01926255226,-0.1919987202,-0.4691338539,0.1060116291,-0.2109131813049316,1
6507,"“An’ when he is dead, ” said Coldheart, “you must bring me the Young Wolf’s heart to eat.",bring,me,p,the young wolf ’s heart to eat,n,bring,VB,15,you,PRP,PRON,16,NN,NOUN,17,,,25,dative,alternating,"“An’ when he is dead, ” said Coldheart, “you must bring the young wolf ’s heart to eat to me.",0.3627686501,0.1083807945,-0.03102827072,0.2645075321,0.0009932518005371,1
10003,"Hey, lend me a billion.",lend,me,p,a billion,n,lend,VB,2,,PRP,PRON,3,CD,NUM,4,,,7,dative,alternating,"Hey, lend a billion to me.",0.623061657,-0.1399536133,-1.195287228,0.05746078491,0.1947097778320312,1
23448,and they brought you another box.,brought,you,p,another box,n,bring,VBD,2,they,PRP,PRON,3,NN,NOUN,4,,,7,dative,alternating,and they brought another box to you.,-0.05669689178,-0.01898527145,-0.2467136383,0.3306264877,-0.6704888343811035,1
606,he wants more milk should i get him more milk?,get,him,p,more milk,n,get,VB,6,i,PRP,PRON,7,NN,NOUN,8,,,11,dative,benefactive_alternating,he wants more milk should i get more milk for him?,-0.2610735893,-0.5980014801,-0.4996192455,-0.3303871155,-0.6286518573760986,1
20415,Uta Barnim asked me to give you this letter.,give,you,p,this letter,n,give,VB,5,,PRP,PRON,6,NN,NOUN,7,,,10,dative,alternating,Uta Barnim asked me to give this letter to you.,-0.2749006748,-0.2710189819,-0.09047412872,-0.4329431057,-0.2221531867980957,1
401,who gave you that dress?,gave,you,p,that dress,n,give,VBD,1,who,PRP,PRON,2,NN,NOUN,3,,,6,dative,alternating,who gave that dress to you?,0.002283573151,-0.07888674736,-0.07077765465,0.1478052139,0.3088788986206054,1
9089,I don't know if you fill him with such a repulsion that it gives him goose-flesh to be near you or if he's burning with a love that for some reason he will not allow himself to show.,gives,him,p,goose-flesh,n,give,VBZ,14,it,PRP,PRON,15,NN,NOUN,16,,,41,dative,alternating,I don't know if you fill him with such a repulsion that it gives goose-flesh to him to be near you or if he's burning with a love that for some reason he will not allow himself to show.,0.09764027596,0.05683588982,-0.056214571,0.1017389297,0.0072264671325683,1
19060,"If the whole planet is watching, let's show them something interesting.",show,them,p,something interesting,n,show,VB,9,s,PRP,PRON,10,NN,PRON,11,,,14,dative,alternating,"If the whole planet is watching, let's show something interesting to them.",0.1912081242,0.003572940826,-0.3039150238,0.1833982468,0.2497463226318359,1
11829,I'll give you a hint.,give,you,p,a hint,n,give,VB,2,i,PRP,PRON,3,NN,NOUN,4,,,7,dative,alternating,I'll give a hint to you.,0.872464776,-0.07626724243,-0.132399559,0.583782196,-0.1257734298706054,1
6656,The jolting of the lumbering old diligence gave Houdin great pain.,gave,houdin,n,great pain,n,give,VBD,7,the jolting of the lumbering old diligence,NNP,PROPN,8,NN,NOUN,9,,,12,dative,alternating,The jolting of the lumbering old diligence gave great pain to Houdin.,-0.1883006096,-0.1156535149,-0.3504104614,-0.2288050652,-0.2872242927551269,1
18259,If you give me the whole lot I'll bring you more money tomorrow,bring,you,p,more money,n,bring,VB,9,i,PRP,PRON,10,NN,NOUN,11,,,14,dative,alternating,If you give me the whole lot I'll bring more money to you tomorrow,-0.03777933121,-0.02450561523,0.1498253345,-0.2160949707,-0.1188373565673828,1
1448,The government was ordered to pay all legal costs and the Court refused the Environment Secretary leave to appeal to the House of Lords.,refused,the environment secretary,n,leave to appeal to the house of lords,n,refuse,VBD,12,the court,NNP,PROPN,13,NN,NOUN,16,,,25,dative,do_only,The government was ordered to pay all legal costs and the Court refused leave to appeal to the house of lords to the Environment Secretary.,-0.1851243973,-0.4508771896,-0.3445634842,-0.4261417389,-0.2742667198181152,1
19882,But i have tell you some sad news about laura.,tell,you,p,some sad news about laura,n,tell,VB,3,i,PRP,PRON,4,NN,NOUN,5,,,11,dative,alternating,But i have tell some sad news about laura to you.,0.7602267265,0.3965873718,0.221570015,0.7557830811,0.5316777229309082,1
10084,People are asking me questions.,asking,me,p,questions,n,ask,VBG,2,people,PRP,PRON,3,NNS,NOUN,4,,,6,dative,alternating,People are asking questions to me.,-0.09891653061,-0.477445364,-0.4258897305,0.04581546783,0.0305566787719726,1
12233,Let's give her a try.,give,her,p,a try,n,give,VB,2,s,PRP,PRON,3,NN,NOUN,4,,,7,dative,alternating,Let's give a try to her.,0.61277771,-0.107354641,-0.2208321095,1.153692245,0.0921690464019775,1
20256,- I'll get us a bottle on the way.,get,us,p,a bottle,n,get,VB,3,i,PRP,PRON,4,NN,NOUN,5,,,11,dative,benefactive_alternating,- I'll get a bottle for us on the way.,0.2074210644,0.09009742737,0.0920612812,0.07417154312,-0.2445094585418701,1
15897,And she'll give you all the information.,give,you,p,all the information,n,give,VB,3,she,PRP,PRON,4,NN,NOUN,5,,,9,dative,alternating,And she'll give all the information to you.,0.2284474373,0.06025481224,-0.1354870796,0.09358048439,-0.1491687297821045,1
2683,You did not just give me my money for passing!,give,me,p,my money for passing,n,give,VB,4,you,PRP,PRON,5,NN,NOUN,6,,,11,dative,alternating,You did not just give my money for passing to me!,0.1938476563,0.03495645523,-0.09389162064,0.13783741,-0.4100713729858398,1
22077,The song got her a nomination for a Grammy for best female pop singer.,got,her,p,a nomination for a grammy for best female pop singer,n,get,VBD,2,the song,PRP,PRON,3,NN,NOUN,4,,,15,dative,benefactive_alternating,The song got a nomination for a grammy for best female pop singer for her.,-0.04728007317,-0.2976286411,-0.3036866188,-0.02616143227,-0.2293417453765869,1
17096,"If you want to know, show me proof that you received it from your father.",show,me,p,proof that you received it from your father,n,show,VB,6,,PRP,PRON,7,NN,NOUN,8,,,17,dative,alternating,"If you want to know, show proof that you received it from your father to me.",0.2202062607,0.07309103012,-0.02618122101,0.14016819,-0.0792701244354248,1
4758,"Husbands, and brothers, and young men, Give us the blood of Foulon, Give us the head of Foulon, Give us the heart of Foulon, Give us the body and soul of Foulon, Rend Foulon to pieces, and dig him into the ground, that grass may grow from him!",Give,us,p,the body and soul of foulon,n,give,VB,30,,PRP,PRON,31,NN,NOUN,32,,,58,dative,alternating,"Husbands, and brothers, and young men, Give us the blood of Foulon, Give us the head of Foulon, Give us the heart of Foulon, Give the body and soul of foulon to us, Rend Foulon to pieces, and dig him into the ground, that grass may grow from him!",0.2015461922,-0.001675367355,0.009974002838,0.2934370041,0.1714227199554443,1
13061,They give you three chances.,give,you,p,three chances,n,give,VBP,1,they,PRP,PRON,2,NNS,NOUN,3,,,6,dative,alternating,They give three chances to you.,1.055629015,-0.3858799934,-0.3192358017,0.9185714722,0.1577043533325195,1
7672,"Wait now till I wet my mouth with a sup of tea in it, and I'll be telling you the tale the very same way she told it herself. """,telling,you,p,the tale,n,tell,VBG,19,i,PRP,PRON,20,NN,NOUN,21,,,33,dative,alternating,"Wait now till I wet my mouth with a sup of tea in it, and I'll be telling the tale to you the very same way she told it herself. """,0.1178534031,-0.09757304192,-0.1795599461,0.09636235237,-0.1387534141540527,1
12060,- Mom would get me a Tonka truck.,get,me,p,a tonka truck,n,get,VB,3,mom,PRP,PRON,4,NN,NOUN,5,,,9,dative,benefactive_alternating,- Mom would get a tonka truck for me.,-0.3246622086,-0.2642498016,0.05014657974,-0.2736372948,-0.2904319763183594,1
16993,Spare me the excuses and follow my orders.,Spare,me,p,the excuses,n,spare,VB,0,,PRP,PRON,1,NNS,NOUN,2,,,9,dative,do_only,Spare the excuses to me and follow my orders.,0.6518783569,-0.0458407402,-0.1089568138,0.6344313622,-0.1522612571716308,1
4511,"And if she dares, ” cried Aglaya suddenly, much louder than before, “if she dares so much as write me one word again, tell her I shall tell my father, and that she shall be taken to a lunatic asylum. ”",write,me,p,one word,n,write,VB,22,,PRP,PRON,23,NN,NOUN,24,,,48,dative,alternating/benefactive_alternating,"And if she dares, ” cried Aglaya suddenly, much louder than before, “if she dares so much as write one word to me again, tell her I shall tell my father, and that she shall be taken to a lunatic asylum. ”",-0.156365633,-0.0694231987,-0.1684091091,-0.1523747444,-0.077721357345581,1
15833,"He said you'd give me $100, I give you...",give,me,p,$100,n,give,VB,4,you,PRP,PRON,5,CD,NUM,6,,,15,dative,alternating,"He said you'd give $ 100 to me, I give you...",-0.005159378052,-0.08094859123,-0.2790951729,0.03418374062,0.3405866622924804,1
573,let me show you something?,show,you,p,something,n,show,VB,2,me,PRP,PRON,3,NN,PRON,4,,,6,dative,alternating,let me show something to you?,0.9362311363,0.4594211578,0.2610199451,0.850186348,0.7544121742248535,1
5102,"Many days of poverty and hunger visited that household before the woman remembered the pretty stone found in the fish; but at last she thought of it, and took it to a Bunniah, who, as soon as he set eyes upon it, said: ""Give me that, and I will give you as much as you can carry away of ghee and food and oil, not only to-day, but for many days, if you will come to my shop. """,give,you,p,as much as you can carry away of ghee and food and oil,n,give,VB,57,i,PRP,PRON,58,JJ,ADJ,59,,,91,dative,alternating,"Many days of poverty and hunger visited that household before the woman remembered the pretty stone found in the fish; but at last she thought of it, and took it to a Bunniah, who, as soon as he set eyes upon it, said: ""Give me that, and I will give as much as you can carry away of ghee and food and oil to you, not only to-day, but for many days, if you will come to my shop. """,0.1362934113,0.0618159771,0.08325982094,0.09283161163,0.0482549667358398,1
17903,She gave you a special packet of tea.,gave,you,p,a special packet of tea,n,give,VBD,1,she,PRP,PRON,2,NN,NOUN,3,,,9,dative,alternating,She gave a special packet of tea to you.,0.2553467751,0.01409244537,-0.4856247902,-0.009191513062,0.0293054580688476,1
3588,"So he sent him royal robes and costly jewels, and commanded him to come to the palace to be married to the Princess.",sent,him,p,royal robes and costly jewels,n,send,VBD,2,he,PRP,PRON,3,NNS,NOUN,4,,,25,dative,alternating,"So he sent royal robes and costly jewels to him, and commanded him to come to the palace to be married to the Princess.",-0.05709528923,-0.06759929657,-0.1491787434,-0.1172177792,-0.0628857612609863,1
20176,Go buy yourself a drink.,buy,yourself,p,a drink,n,buy,VB,1,,PRP,PRON,2,NN,NOUN,3,,,6,dative,benefactive_alternating,Go buy a drink for yourself.,0.01690554619,0.06421399117,0.2173099518,0.3410358429,-0.7513794898986816,1
18214,I'll give them money;,give,them,p,money,n,give,VB,2,i,PRP,PRON,3,NN,NOUN,4,,,6,dative,alternating,I'll give money to them;,-0.2841427326,-0.6182415485,-0.3128118515,-0.1878888607,-0.0522541999816894,1
4192,"Give him the Thanks of the Birds, Bowing with tail feathers spread!",Give,him,p,the thanks of the birds,n,give,VB,0,,PRP,PRON,1,NNS,NOUN,2,,,14,dative,alternating,"Give the thanks of the birds to him, Bowing with tail feathers spread!",0.1341609955,-0.314494133,-0.4282956123,0.1321206093,-0.0071697235107421,1
15841,- I'm willing to give you Clarenbach.,give,you,p,clarenbach,n,give,VB,5,,PRP,PRON,6,NNP,PROPN,7,,,9,dative,alternating,- I'm willing to give clarenbach to you.,0.04284667969,-0.2298226357,0.00465464592,0.1819565296,0.2130091190338134,1
11790,"Want to hand me that hammer, Jimbo?",hand,me,p,that hammer,n,hand,VB,2,,PRP,PRON,3,NN,NOUN,4,,,9,dative,alternating,"Want to hand that hammer to me, Jimbo?",-0.4197092056,-0.0516910553,-0.3105425835,-0.4553523064,-0.3556647300720215,1
1726,They can give you more for a start.,give,you,p,more,n,give,VB,2,they,PRP,PRON,3,JJR,ADJ,4,,,9,dative,alternating,They can give more to you for a start.,0.1563138962,-0.1868197918,-0.1285567284,0.395886898,0.0323867797851562,1
22394,"(In it, Coleridge used old-fashioned spellings, like ""rime"" for ""rhyme, "" to give the poem an antique feeling. )",give,the poem,n,an antique feeling,n,give,VB,19,,NN,NOUN,20,NN,NOUN,22,,,27,dative,alternating,"(In it, Coleridge used old-fashioned spellings, like ""rime"" for ""rhyme, "" to give an antique feeling to the poem. )",-0.0664806366,-0.0334072113,-0.2366838455,-0.1538395882,-0.1065826416015625,1
5595,"By Southern law this woman followed the condition of her mother, and when the mother's former owner appeared on the scene and claimed the daughter, Thompson, who desired to teach Occeola a lesson, readily agreed that she should be remanded into captivity.",teach,occeola,n,a lesson,n,teach,VB,33,,NNP,PROPN,34,NN,NOUN,35,,,48,dative,alternating,"By Southern law this woman followed the condition of her mother, and when the mother's former owner appeared on the scene and claimed the daughter, Thompson, who desired to teach a lesson to Occeola, readily agreed that she should be remanded into captivity.",-0.05553102493,-0.02479934692,0.006462097168,0.02931022644,-0.1119742393493652,1
9381,Gave us a very expensive horse as a wedding present.,Gave,us,p,a very expensive horse,n,give,VBD,0,,PRP,PRON,1,NN,NOUN,2,,,11,dative,alternating,Gave a very expensive horse to us as a wedding present.,-0.04744052887,-0.5701272488,-0.5608520508,0.3004231453,-0.0582036972045898,1
14410,But to know a girl has 'okay'ed even me gives me a rapid-fire high!,gives,me,p,a rapid-fire high,n,give,VBZ,10,,PRP,PRON,11,NN,NOUN,12,,,16,dative,alternating,But to know a girl has 'okay'ed even me gives a rapid-fire high to me!,0.1661505699,-0.1965260506,-0.1183214188,0.08406352997,-0.1698665618896484,1
11077,That doesn't give you the right to stand by and see a man almost killed.,give,you,p,the right to stand by and see a man almost killed,n,give,VB,3,that,PRP,PRON,4,NN,NOUN,5,,,17,dative,alternating,That doesn't give the right to stand by and see a man almost killed to you.,0.8387789726,0.2676134109,0.4043140411,0.7536230087,0.4481043815612793,1
1679,"I'd just like to tell you, from now on, if you, look Mr Norwegian lady, I want to tell you something, this school  sucks.",tell,you,p,something,n,tell,VB,23,,PRP,PRON,24,NN,PRON,25,,,32,dative,alternating,"I'd just like to tell you, from now on, if you, look Mr Norwegian lady, I want to tell something to you, this school  sucks.",0.2247042656,0.0005416870117,0.03734278679,0.2852504253,0.2980892658233642,1
14406,Give me 5 minutes,Give,me,p,5 minutes,n,give,VB,0,,PRP,PRON,1,NNS,NOUN,2,,,4,dative,alternating,Give 5 minutes to me,1.179970503,-0.1967759132,-0.3534140587,1.867841721,0.0060005187988281,1
3483,"I may not show you the way there, but this ring will guide you.",show,you,p,the way there,n,show,VB,3,i,PRP,PRON,4,NN,NOUN,5,,,16,dative,alternating,"I may not show the way there to you, but this ring will guide you.",0.4387702942,0.1206007004,0.03500151634,0.2516074181,0.1928443908691406,1
4950,"In his train were wild figures in the Indian dress, and many fantastic shapes without a model, giving the whole march a visionary air, as if a dream had broken forth from some feverish brain, and were sweeping visibly through the midnight streets.",giving,the whole march,n,a visionary air,n,give,VBG,19,,NN,NOUN,20,NN,NOUN,23,,,48,dative,alternating,"In his train were wild figures in the Indian dress, and many fantastic shapes without a model, giving a visionary air to the whole march, as if a dream had broken forth from some feverish brain, and were sweeping visibly through the midnight streets.",-0.2124042511,-0.1397576332,-0.1283373833,-0.08789682388,-0.044682502746582,1
18942,"Give me the key to the office, and I'll go by myself.",Give,me,p,the key to the office,n,give,VB,0,,PRP,PRON,1,NN,NOUN,2,,,15,dative,alternating,"Give the key to the office to me, and I'll go by myself.",0.4512226582,0.4657039642,0.3139514923,0.6626045704,0.3645408153533935,1
24758,"The Sarcastic Gamer Community Podcast is not a podcast, but an initiative designed to give the members of the Sarcastic Gamer Community (the forums) a chance to make their own podcast and have it featured on the site.",give,the members of the sarcastic gamer community ( the forums ),n,a chance to make their own podcast and have it featured on the site,n,give,VB,15,,NNS,NOUN,16,NN,NOUN,27,,,42,dative,alternating,"The Sarcastic Gamer Community Podcast is not a podcast, but an initiative designed to give a chance to make their own podcast and have it featured on the site to the members of the Sarcastic Gamer Community (the forums).",0.3233425617,0.3055889606,0.2567472458,0.3067088127,0.0535974502563476,1
8321,"The Prefect of Egypt, on giving Habrocomes a new hearing, was convinced of his innocence, freed him and gave him money.",giving,habrocomes,n,a new hearing,n,give,VBG,6,,NNP,PROPN,7,NN,NOUN,8,,,25,dative,alternating,"The Prefect of Egypt, on giving a new hearing to Habrocomes, was convinced of his innocence, freed him and gave him money.",-0.1554875374,0.006120204926,-0.1349830627,-0.1559181213,-0.0998744964599609,1
25584,"Purcell wrote about his design of the building as follows: ""I used the horizontal interlocking system of broad boards and fillets and gave the building something of the feeling of the old log lumber camp buildings.",gave,the building,n,something of the feeling of the old log lumber camp buildings,n,give,VBD,24,,NN,NOUN,25,NN,PRON,27,,,39,dative,alternating,"Purcell wrote about his design of the building as follows: ""I used the horizontal interlocking system of broad boards and fillets and gave something of the feeling of the old log lumber camp buildings to the building.",0.0139336586,-0.08535289764,-0.07928371429,-0.06545352936,-0.1102967262268066,1
15610,"Sit down, I'll get you some water",get,you,p,some water,n,get,VB,5,i,PRP,PRON,6,NN,NOUN,7,,,9,dative,benefactive_alternating,"Sit down, I'll get some water for you ",0.1861171722,-0.05822610855,0.066634655,0.217828989,-0.3183577060699463,1
730,i'll get you a pen.,get,you,p,a pen,n,get,VB,2,i,PRP,PRON,3,NN,NOUN,4,,,7,dative,benefactive_alternating,i'll get a pen for you.,0.04114961624,-0.4399139881,-0.2850682735,0.1212644577,-0.8523318767547607,1
12629,You gave him my address?,gave,him,p,my address,n,give,VBD,1,you,PRP,PRON,2,NN,NOUN,3,,,6,dative,alternating,You gave my address to him?,0.001391410828,-0.6522705555,-0.2099478245,0.1736359596,-0.4218664169311523,1
4668,"And I am really very much obliged to you for allowing me to sound you, and for giving me your advice; you know the young lady better than I do; you were right, it never would have done. ”",giving,me,p,your advice,n,give,VBG,18,,PRP,PRON,19,NN,NOUN,20,,,44,dative,alternating,"And I am really very much obliged to you for allowing me to sound you, and for giving your advice to me; you know the young lady better than I do; you were right, it never would have done. ”",0.08496546745,-0.02801609039,-0.04551935196,0.03971362114,-0.0315549373626709,1
