global_idx,sentence,verb_lemma,verb,recipient,theme,recipient_length,theme_length,length_difference,recipient_pronoun,theme_pronoun,score,is_balanced,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,babylm-default_ratio,babylm-balanced_ratio,len_category,Construction,recipient_pos_spacy
8643,"That chief, now thoroughly subdued in spirit and persuaded that frankness might better serve his interests than deception, gave the Englishman a fairly truthful account of the actual state of affairs.",give,gave,the englishman,a fairly truthful account of the actual state of affairs,2,10,-1.609437912,-0.5,-0.5,-0.0606174469,-0.5,VBD,20,"that chief , now thoroughly subdued in spirit and persuaded that frankness might better serve his interests than deception",NNP,PROPN,21,NN,NOUN,23,,,34,dative,alternating,"That chief, now thoroughly subdued in spirit and persuaded that frankness might better serve his interests than deception, gave a fairly truthful account of the actual state of affairs to the Englishman.",-0.0606174469,-0.0232925415,1. Recipient Shorter,DO,
15491,"IT DRAWS ATOM TO ATOM, PARTICLE TO PARTICLE BUILDING STARS, NEBULAS,",build,BUILDING,"stars ,",nebulas,1,1,0,-0.5,-0.5,0.6807918549,-0.5,VBG,9,,NNPS,PROPN,10,NNP,PROPN,12,,,14,dobj,benefactive_alternating,"IT DRAWS ATOM TO ATOM, PARTICLE TO PARTICLE BUILDING nebulas for STARS,,",0.6807918549,0.5363149643,3. Recipient Longer,DO,
3840,"`` I gave Prue a free hand, sir.",give,gave,prue,a free hand,1,3,-1.098612289,-0.5,-0.5,-0.5626263618,-0.5,VBD,3,i,NNP,PROPN,4,NN,NOUN,5,,,11,dative,alternating,"`` I gave a free hand to Prue, sir.",-0.5626263618,-0.3919000626,1. Recipient Shorter,DO,
23439,"and I think she even gives mom and dad a little bit, you know, of rent money.",give,gives,mom and dad,"a little bit , you know , of rent money",3,8,-0.980829253,-0.5,-0.5,-0.1445484161,-0.5,VBZ,5,she,NN,NOUN,6,NN,NOUN,9,,,20,dative,alternating,"and I think she even gives a little bit, you know, of rent money to mom and dad.",-0.1445484161,-0.3259983063,1. Recipient Shorter,DO,
16985,We are gathered here to show the elves our support.,show,show,the elves,our support,2,2,0,-0.5,-0.5,-0.7063820362,-0.5,VB,5,,NNS,NOUN,6,NN,NOUN,8,,,11,dative,alternating,We are gathered here to show our support to the elves.,-0.7063820362,-0.445360899,2. Equal Length,DO,
23898,"One of the boys gives the girl his coat to warm her up, as the man keeps driving.",give,gives,the girl,his coat,2,2,0,-0.5,-0.5,-0.06741952896,-0.5,VBZ,4,one of the boys,NN,NOUN,5,NN,NOUN,7,,,20,dative,alternating,"One of the boys gives his coat to the girl to warm her up, as the man keeps driving.",-0.06741952896,-0.0691576004,2. Equal Length,DO,
24169,"Both were created to give younger adults the opportunity to lead, as leadership positions in established service clubs at that time were dominated by older men.",give,give,younger adults,the opportunity to lead,2,4,-0.6931471806,-0.5,-0.5,0.1091971397,-0.5,VB,4,,NNS,NOUN,5,NN,NOUN,7,,,28,dative,alternating,"Both were created to give the opportunity to lead to younger adults, as leadership positions in established service clubs at that time were dominated by older men.",0.1091971397,0.009453296661,1. Recipient Shorter,DO,
3347,"With these words he handed the Herd-boy a belt, and walking on in front he led him to a fountain where hundreds of Giants and Giantesses were assembled preparing to hold a wedding.",hand,handed,the herd-boy,a belt,2,2,0,-0.5,-0.5,-0.1846427917,-0.5,VBD,4,he,NNP,PROPN,5,NN,NOUN,7,,,35,dative,alternating,"With these words he handed a belt to the Herd-boy, and walking on in front he led him to a fountain where hundreds of Giants and Giantesses were assembled preparing to hold a wedding.",-0.1846427917,-0.1148638725,2. Equal Length,DO,
22424,"She was an 80-year-old nun in the Orthodox Church, and she gave John a lot of advice and encouragement in his life.",give,gave,john,a lot of advice and encouragement,1,6,-1.791759469,-0.5,-0.5,-0.07028150558,-0.5,VBD,12,she,NNP,PROPN,13,NN,NOUN,14,,,24,dative,alternating,"She was an 80-year-old nun in the Orthodox Church, and she gave a lot of advice and encouragement to John in his life.",-0.07028150558,-0.1355311871,1. Recipient Shorter,DO,
11859,"Imagine, if on the morning ofJune 6, 1944... we give the Nazis a call advising them that the Allies would be landing on Omaha Beach!",give,give,the nazis,a call advising them that the allies would be landing on omaha beach,2,13,-1.871802177,-0.5,-0.5,0.1528220177,-0.5,VBP,14,we,NNPS,PROPN,15,NN,NOUN,17,,,31,dative,alternating,"Imagine, if on the morning ofJune 6, 1944... we give a call advising them that the allies would be landing on omaha beach to the Nazis!",0.1528220177,0.2393846512,1. Recipient Shorter,DO,
274,would you like to cook daddy some brownies?,cook,cook,daddy,some brownies,1,2,-0.6931471806,-0.5,-0.5,-0.6640694141,-0.5,VB,4,,NN,NOUN,5,NNS,NOUN,6,,,9,dative,benefactive_alternating,would you like to cook some brownies for daddy?,-0.6640694141,-0.818116188,1. Recipient Shorter,DO,
9909,Give Eun Hee a call.,give,Give,eun hee,a call,2,2,0,-0.5,-0.5,-0.7285113335,-0.5,VB,0,,NNP,PROPN,1,NN,NOUN,3,,,6,dative,alternating,Give a call to Eun Hee.,-0.7285113335,-0.2845273018,2. Equal Length,DO,
12962,Do they give workers the right to carry a weapon and a revolver?,give,give,workers,the right to carry a weapon and a revolver,1,9,-2.197224577,-0.5,-0.5,0.353708744,-0.5,VB,2,they,NNS,NOUN,3,NN,NOUN,4,,,14,dative,alternating,Do they give the right to carry a weapon and a revolver to workers?,0.353708744,-0.02245283127,1. Recipient Shorter,DO,
21539,"It also gave Lee the time he needed to gather his forces together at Sharpsburg, Maryland.",give,gave,lee,"the time he needed to gather his forces together at sharpsburg , maryland",1,12,-2.48490665,-0.5,-0.5,0.5905652046,-0.5,VBD,2,it,NNP,PROPN,3,NN,NOUN,4,,,18,dative,alternating,"It also gave the time he needed to gather his forces together at sharpsburg, maryland to Lee.",0.5905652046,0.5771024227,1. Recipient Shorter,DO,
9270,"And Darke told Clancy the story of his accident the day before, and how Leander Maybob had carried him to the cavern lodge of his brother Alonphilus and himself, cared for him till he was able to come home, carefully guarding against any allusion to the oaken chest and its ghastly contents, but telling him of the strange episode of the little apartment, and repeating the mysterious words of the giant hunter, whose meaning he had until now vainly tried to discover.",tell,told,clancy,"the story of his accident the day before , and how leander maybob had carried him to the cavern lodge of his brother alonphilus and himself , cared for him till he was able to come home , carefully guarding against any allusion to the oaken chest and its ghastly contents , but telling him of the strange episode of the little apartment , and repeating the mysterious words of the giant hunter , whose meaning he had until now vainly tried to discover",1,78,-4.356708827,-0.5,-0.5,0.0665640831,-0.5,VBD,2,darke,NNP,PROPN,3,NN,NOUN,4,,,89,dative,alternating,"And Darke told the story of his accident the day before, and how leander maybob had carried him to the cavern lodge of his brother alonphilus and himself, cared for him till he was able to come home, carefully guarding against any allusion to the oaken chest and its ghastly contents, but telling him of the strange episode of the little apartment, and repeating the mysterious words of the giant hunter, whose meaning he had until now vainly tried to discover to Clancy.",0.0665640831,0.09419822693,1. Recipient Shorter,DO,
1786,"Mandy, would you like ask Jenny a question?",ask,ask,jenny,a question,1,2,-0.6931471806,-0.5,-0.5,-0.1137275696,-0.5,VB,5,you,NNP,PROPN,6,NN,NOUN,7,,,10,dative,alternating,"Mandy, would you like ask a question to Jenny?",-0.1137275696,-0.4418406487,1. Recipient Shorter,DO,
21540,This gave Lee precious time to regroup and move on to Sharpsburg where the Battle of Antietam pitted the two armies against each other again.,give,gave,lee,precious time to regroup and move on to sharpsburg where the battle of antietam pitted the two armies against each other again,1,22,-3.091042453,-0.5,-0.5,0.2893800735,-0.5,VBD,1,this,NNP,PROPN,2,NN,NOUN,3,,,26,dative,alternating,This gave precious time to regroup and move on to sharpsburg where the battle of antietam pitted the two armies against each other again to Lee.,0.2893800735,0.3260455132,1. Recipient Shorter,DO,
14467,You're writing on your flesh to tell the world something indelible about yourself.,tell,tell,the world,something indelible about yourself,2,4,-0.6931471806,-0.5,0.5,-0.172355175,-0.5,VB,7,,NN,NOUN,8,NN,PRON,10,,,15,dative,alternating,You're writing on your flesh to tell something indelible about yourself to the world.,-0.172355175,-0.1959090233,1. Recipient Shorter,DO,
22644,Coppola gave his family members roles.,give,gave,his family members,roles,3,1,1.098612289,-0.5,-0.5,-1.326952457,-0.5,VBD,1,coppola,NNS,NOUN,2,NNS,NOUN,5,,,7,dative,alternating,Coppola gave roles to his family members.,-1.326952457,-0.6737961769,3. Recipient Longer,DO,
25527,"Offering her players an opportunity to play in a new league, several players came out of retirement to join the IWFL in 2008.",offer,Offering,her players,an opportunity to play in a new league,2,8,-1.386294361,-0.5,-0.5,0.0628426075,-0.5,VBG,0,,NNS,NOUN,1,NN,NOUN,3,,,25,dative,alternating,"Offering an opportunity to play in a new league to her players, several players came out of retirement to join the IWFL in 2008.",0.0628426075,-0.06355690956,1. Recipient Shorter,DO,
22476,"Sankofa's supporters brought his case international attention, aruging that his conviction was based on the testimony of a single eyewitness who said she saw him for a few seconds in the dark parking lot committing the murder",bring,brought,his case,international attention,2,2,0,-0.5,-0.5,-0.281714201,-0.5,VBD,3,sankofa's supporters,NN,NOUN,4,NN,NOUN,6,,,39,dative,alternating,"Sankofa's supporters brought international attention to his case, aruging that his conviction was based on the testimony of a single eyewitness who said she saw him for a few seconds in the dark parking lot committing the murder",-0.281714201,-0.2370560169,2. Equal Length,DO,
414,are you taking mommies pot apart?,take,taking,mommies,pot,1,1,0,-0.5,-0.5,0.2330060005,-0.5,VBG,2,you,NNS,NOUN,3,NN,NOUN,4,,,7,dobj,alternating,are you taking pot to mommies apart?,0.2330060005,-0.5137605667,2. Equal Length,DO,
25549,The Indonesian film historian Misbach Yusa Biran credits this as giving Lie a wider worldview and more modern sensibilities while directing.,give,giving,lie,a wider worldview and more modern sensibilities,1,7,-1.945910149,-0.5,-0.5,-0.3778281212,-0.5,VBG,10,,NNP,PROPN,11,NN,NOUN,12,,,22,dative,alternating,The Indonesian film historian Misbach Yusa Biran credits this as giving a wider worldview and more modern sensibilities to Lie while directing.,-0.3778281212,-0.3897981644,1. Recipient Shorter,DO,
5964,"The two cowpunchers gave Tom slanting glances and left, muttering under their breaths to each other as they led their sweaty horses into a farther corral.",give,gave,tom,slanting glances,1,2,-0.6931471806,-0.5,-0.5,-0.2407422066,-0.5,VBD,3,the two cowpunchers,NNP,PROPN,4,NNS,NOUN,5,,,28,dative,alternating,"The two cowpunchers gave slanting glances to Tom and left, muttering under their breaths to each other as they led their sweaty horses into a farther corral.",-0.2407422066,-0.3655180931,1. Recipient Shorter,DO,
16211,"By any chance, did you ever give Carla a ride home?",give,give,carla,a ride home,1,3,-1.098612289,-0.5,-0.5,0.08162236214,-0.5,VB,7,you,NNP,PROPN,8,NN,NOUN,9,,,13,dative,alternating,"By any chance, did you ever give a ride home to Carla?",0.08162236214,-0.02522802353,1. Recipient Shorter,DO,
8820,"Say that you will marry me, and I will give the foreign officers warning, and the Christians will be saved.",give,give,the foreign officers,warning,3,1,1.098612289,-0.5,-0.5,-0.6100974083,-0.5,VB,10,i,NNS,NOUN,11,NN,NOUN,14,,,23,dative,alternating,"Say that you will marry me, and I will give warning to the foreign officers, and the Christians will be saved.",-0.6100974083,-0.263669014,3. Recipient Longer,DO,
8026,or I shall arrange your affair for you!,arrange,arrange,you,your affair,1,2,-0.6931471806,0.5,-0.5,-0.8440237045,-0.5,VB,3,i,IN,PRON,7,NN,NOUN,4,for,6,9,dative,benefactive_alternating,or I shall arrange you your affair!,-0.8440237045,-1.005288124,1. Recipient Shorter,PO,ADP
392,did maggie give this to you as a present.,give,give,you,this,1,1,0,0.5,0.5,-0.2479307652,-0.5,VB,2,maggie,IN,PRON,5,DT,PRON,3,to,4,10,dative,alternating,did maggie give you this as a present.,-0.2479307652,-0.08833050728,2. Equal Length,PO,ADP
20141,"Yeah, I can arrange that for you if you'd like.",arrange,arrange,you,that,1,1,0,0.5,0.5,-0.9831447601,-0.5,VB,4,i,IN,PRON,7,DT,PRON,5,for,6,13,dative,benefactive_alternating,"Yeah, I can arrange you that if you'd like.",-0.9831447601,-0.6200661659,2. Equal Length,PO,ADP
19187,"I could give it to you, you'll give it back to me when you can.",give,give,you,it,1,1,0,0.5,0.5,-0.3653082848,-0.5,VB,2,i,IN,PRON,5,PRP,PRON,3,to,4,18,prep,alternating,"I could give you it, you'll give it back to me when you can.",-0.3653082848,-0.2864310741,2. Equal Length,PO,ADP
1065,no ross i'm not going to give them to you.,give,give,you,them,1,1,0,0.5,0.5,-0.3588016033,-0.5,VB,7,,IN,PRON,10,PRP,PRON,8,to,9,12,prep,alternating,no ross i'm not going to give you them.,-0.3588016033,-0.2056159973,2. Equal Length,PO,ADP
2873,give it to me,give,give,me,it,1,1,0,0.5,0.5,-1.863572836,-0.5,VB,0,,IN,PRON,3,PRP,PRON,1,to,2,4,dative,alternating,give me it,-1.863572836,-1.196568966,2. Equal Length,PO,ADP
12933,"Get a fake ID for him, too.",get,Get,him,a fake id,1,3,-1.098612289,0.5,-0.5,-0.3292644024,-0.5,VB,0,,IN,PRON,5,NN,NOUN,1,for,4,9,dative,benefactive_alternating,"Get him a fake ID, too.",-0.3292644024,-0.3372426033,1. Recipient Shorter,PO,ADP
17718,"Well, I'll give it to them...",give,give,them,it,1,1,0,0.5,0.5,-1.058347225,-0.5,VB,4,i,IN,PRON,7,PRP,PRON,5,to,6,11,dative,alternating,"Well, I'll give them it...",-1.058347225,-0.5396718979,2. Equal Length,PO,ADP
7667,"""So she baked it for him and gave him her blessing, and he went away, and she a-weeping after him fine and loud.",bake,baked,him,it,1,1,0,0.5,0.5,-0.2265148163,-0.5,VBD,3,she,IN,PRON,6,PRP,PRON,4,for,5,27,dative,benefactive_alternating,"""So she baked him it and gave him her blessing, and he went away, and she a-weeping after him fine and loud.",-0.2265148163,-0.1522860527,2. Equal Length,PO,ADP
14026,"You stepped on my food, pay it to me.",pay,pay,me,it,1,1,0,0.5,0.5,-0.6598873138,-0.5,VBP,6,,IN,PRON,9,PRP,PRON,7,to,8,11,dative,alternating,"You stepped on my food, pay me it.",-0.6598873138,-0.4145278931,2. Equal Length,PO,ADP
9700,- But you owe it to me.,owe,owe,me,it,1,1,0,0.5,0.5,-0.929117918,-0.5,VBP,3,you,IN,PRON,6,PRP,PRON,4,to,5,8,dative,alternating,- But you owe me it.,-0.929117918,-0.366196394,2. Equal Length,PO,ADP
18835,Did you write that for me?,write,write,me,that,1,1,0,0.5,0.5,-0.9158394337,-0.5,VB,2,you,IN,PRON,5,DT,PRON,3,for,4,7,dative,benefactive_alternating,Did you write me that?,-0.9158394337,-0.4992194176,2. Equal Length,PO,ADP
17916,Give it to me.,give,Give,me,it,1,1,0,0.5,0.5,-1.400681019,-0.5,VB,0,,IN,PRON,3,PRP,PRON,1,to,2,5,prep,alternating,Give me it.,-1.400681019,-0.805003643,2. Equal Length,PO,ADP
18255,"Leave it to me, I'll take care of it",leave,Leave,me,it,1,1,0,0.5,0.5,-0.9253691435,-0.5,VB,0,,IN,PRON,3,PRP,PRON,1,to,2,11,prep,alternating,"Leave me it, I'll take care of it",-0.9253691435,-0.6579562426,2. Equal Length,PO,ADP
14452,Order black tea for me,order,Order,me,black tea,1,2,-0.6931471806,0.5,-0.5,-1.019011497,-0.5,VB,0,,IN,PRON,4,NN,NOUN,1,for,3,5,dative,benefactive_alternating,Order me black tea,-1.019011497,-1.066681385,1. Recipient Shorter,PO,ADP
781,you want me to read that to you?,read,read,you,that,1,1,0,0.5,0.5,-0.7259793282,-0.5,VB,4,me,IN,PRON,7,DT,PRON,5,to,6,9,prep,alternating,you want me to read you that?,-0.7259793282,-0.5386769772,2. Equal Length,PO,ADP
19873,"They want money, just give it to them",give,give,them,it,1,1,0,0.5,0.5,-0.9532930851,-0.5,VB,5,,IN,PRON,8,PRP,PRON,6,to,7,9,dative,alternating,"They want money, just give them it ",-0.9532930851,-0.4798631668,2. Equal Length,PO,ADP
8116,"As the vibrations of the Sun bring life, energy, and strength to all things having life, so this sunny man brings positive, bright, cheerful and happy thoughts to us, and stimulates, encourages and strengthens us.",bring,brings,us,"positive , bright , cheerful and happy thoughts",1,6,-1.791759469,0.5,-0.5,-0.1237106323,-0.5,VBZ,23,this sunny man,IN,PRON,33,NNS,NOUN,24,to,32,43,dative,alternating,"As the vibrations of the Sun bring life, energy, and strength to all things having life, so this sunny man brings us positive, bright, cheerful and happy thoughts, and stimulates, encourages and strengthens us.",-0.1237106323,-0.1139111519,1. Recipient Shorter,PO,ADP
12188,I want it for a month till Sonny can buy one for himself.,buy,buy,himself,one,1,1,0,0.5,-0.5,-0.6165943146,-0.5,VB,9,sonny,IN,PRON,12,NN,NOUN,10,for,11,14,dative,benefactive_alternating,I want it for a month till Sonny can buy himself one.,-0.6165943146,-0.5234942436,2. Equal Length,PO,ADP
3887,I 'm going to give 'em to these.,give,give,these,em,1,1,0,0.5,0.5,-0.3677809238,-0.5,VB,5,,IN,PRON,8,PRP,PRON,6,to,7,10,prep,alternating,I 'm going to give these 'em.,-0.3677809238,-0.2067918777,2. Equal Length,PO,ADP
12790,If you do not give me my woman I will rearrange your temple so that you'll never again be able to grant sanctuary to anybody!,grant,grant,anybody,sanctuary,1,1,0,0.5,-0.5,-0.2414150238,-0.5,VB,22,,IN,PRON,25,NN,NOUN,23,to,24,27,dative,alternating,If you do not give me my woman I will rearrange your temple so that you'll never again be able to grant anybody sanctuary!,-0.2414150238,-0.345505476,2. Equal Length,PO,ADP
823,do you wanna read the book to me?,read,read,me,the book,1,2,-0.6931471806,0.5,-0.5,-0.2763681412,-0.5,VB,3,you,IN,PRON,7,NN,NOUN,4,to,6,9,prep,alternating,do you wanna read me the book?,-0.2763681412,-0.2724099159,1. Recipient Shorter,PO,ADP
18289,Just leave the running to him.,leave,leave,him,the running,1,2,-0.6931471806,0.5,-0.5,-0.5388493538,-0.5,VB,1,,IN,PRON,5,NN,NOUN,2,to,4,7,prep,alternating,Just leave him the running.,-0.5388493538,-0.2721838951,1. Recipient Shorter,PO,ADP
23409,"and that's due to the Corps of Engineers building, looking years ahead and building all these reservoirs for us, you know.",build,building,us,all these reservoirs,1,3,-1.098612289,0.5,-0.5,-0.3435750008,-0.5,VBG,15,,IN,PRON,20,NNS,NOUN,16,for,19,25,dative,benefactive_alternating,"and that's due to the Corps of Engineers building, looking years ahead and building us all these reservoirs, you know.",-0.3435750008,-0.2244796753,1. Recipient Shorter,PO,ADP
20450,"Ah, well, the truth is, the wife's brother is a gentlemen's hairdresser in Seahampton, so I gave it to him.",give,gave,him,it,1,1,0,0.5,0.5,-0.2302670479,-0.5,VBD,22,i,IN,PRON,25,PRP,PRON,23,to,24,27,dative,alternating,"Ah, well, the truth is, the wife's brother is a gentlemen's hairdresser in Seahampton, so I gave him it.",-0.2302670479,-0.1420385838,2. Equal Length,PO,ADP
733,alright i gotta go write this out to katie and mail it to her today.,mail,mail,her,it,1,1,0,0.5,0.5,-0.6035470963,-0.5,VB,11,,IN,PRON,14,PRP,PRON,12,to,13,17,dative,alternating,alright i gotta go write this out to katie and mail her it today.,-0.6035470963,-0.334883213,2. Equal Length,PO,ADP
9956,"If Young Shin or Bom passes the disease to me, I'll leave the motel to you!",pass,passes,me,the disease,1,2,-0.6931471806,0.5,-0.5,-0.1107058525,-0.5,VBZ,5,young shin or bom,IN,PRON,9,NN,NOUN,6,to,8,19,dative,alternating,"If Young Shin or Bom passes me the disease, I'll leave the motel to you!",-0.1107058525,-0.4579267502,1. Recipient Shorter,PO,ADP
485,you're giving it to me?,give,giving,me,it,1,1,0,0.5,0.5,-0.7465353012,-0.5,VBG,2,you,IN,PRON,5,PRP,PRON,3,to,4,7,dative,alternating,you're giving me it?,-0.7465353012,-0.5023255348,2. Equal Length,PO,ADP
12722,"Gotta hand it to you, Strife.",hand,hand,you,it,1,1,0,0.5,0.5,-1.6302495,-0.5,VB,2,,IN,PRON,5,PRP,PRON,3,to,4,9,prep,alternating,"Gotta hand you it, Strife.",-1.6302495,-1.100293636,2. Equal Length,PO,ADP
10191,Why are you giving this to me?,give,giving,me,this,1,1,0,0.5,0.5,-0.3488163948,-0.5,VBG,3,you,IN,PRON,6,DT,PRON,4,to,5,8,dative,alternating,Why are you giving me this?,-0.3488163948,-0.4006605148,2. Equal Length,PO,ADP
7629,"Promise it to me, White Man, and you shall take the girl if I can give her to you. ”",give,give,you,her,1,1,0,0.5,0.5,-0.2122037411,-0.5,VB,17,i,IN,PRON,20,PRP,PRON,18,to,19,23,prep,alternating,"Promise it to me, White Man, and you shall take the girl if I can give you her. ”",-0.2122037411,-0.3291473389,2. Equal Length,PO,ADP
10267,"When you get back, you will bring my rifle to me",bring,bring,me,my rifle,1,2,-0.6931471806,0.5,-0.5,-0.09413313866,-0.5,VB,7,you,IN,PRON,11,NN,NOUN,8,to,10,12,dative,alternating,"When you get back, you will bring me my rifle ",-0.09413313866,-0.09800386429,1. Recipient Shorter,PO,ADP
6501,"For five days Moh-Kwa had no fire an’ it gave him a bad heart; for while Moh-Kwa could eat his food raw an’ never cared for that, he could not smoke his kinnikinick unless Ish-koo-dah, the Fire, was there to light his pipe for him.",light,light,him,his pipe,1,2,-0.6931471806,0.5,-0.5,-0.1366887093,-0.5,VB,46,,IN,PRON,50,NN,NOUN,47,for,49,52,dative,benefactive_alternating,"For five days Moh-Kwa had no fire an’ it gave him a bad heart; for while Moh-Kwa could eat his food raw an’ never cared for that, he could not smoke his kinnikinick unless Ish-koo-dah, the Fire, was there to light him his pipe.",-0.1366887093,-0.1358084679,1. Recipient Shorter,PO,ADP
1877,"So I said oh well, I said er  if you we really want to get the nitty-gritties I said you know we didn't receive a Christmas card from you I said but we sent them to you.",send,sent,you,them,1,1,0,0.5,0.5,-0.1373314857,-0.5,VBD,36,we,IN,PRON,39,PRP,PRON,37,to,38,41,dative,alternating,"So I said oh well, I said er  if you we really want to get the nitty-gritties I said you know we didn't receive a Christmas card from you I said but we sent you them.",-0.1373314857,-0.08482599258,2. Equal Length,PO,ADP
13604,I left something for her.,leave,left,her,something,1,1,0,0.5,0.5,-1.235734701,-0.5,VBD,1,i,IN,PRON,4,NN,PRON,2,for,3,6,dative,benefactive_alternating,I left her something.,-1.235734701,-1.433372021,2. Equal Length,PO,ADP
276,want me to fix it for you.,fix,fix,you,it,1,1,0,0.5,0.5,-1.566779137,-0.5,VB,3,me,IN,PRON,6,PRP,PRON,4,for,5,8,dative,benefactive_alternating,want me to fix you it.,-1.566779137,-0.3891234398,2. Equal Length,PO,ADP
106,would you like to give them to him as a christmas present?,give,give,him,them,1,1,0,0.5,0.5,-0.4172353745,-0.5,VB,4,,IN,PRON,7,PRP,PRON,5,to,6,13,dative,alternating,would you like to give him them as a christmas present?,-0.4172353745,-0.3673799038,2. Equal Length,PO,ADP
14640,Maybe you could give it to her.,give,give,her,it,1,1,0,0.5,0.5,-1.005291939,-0.5,VB,3,you,IN,PRON,6,PRP,PRON,4,to,5,8,prep,alternating,Maybe you could give her it.,-1.005291939,-0.4397747517,2. Equal Length,PO,ADP
21725,"Indirect democracy, or representative democracy, is when citizens elect representatives to make laws for them.",make,make,them,laws,1,1,0,0.5,-0.5,-0.5361573696,-0.5,VB,13,,IN,PRON,16,NNS,NOUN,14,for,15,18,dative,benefactive_alternating,"Indirect democracy, or representative democracy, is when citizens elect representatives to make them laws.",-0.5361573696,-0.4029657841,2. Equal Length,PO,ADP
19394,"- You drove me to this, Ike.",drive,drove,this,me,1,1,0,0.5,0.5,-1.257026672,-0.5,VBD,2,you,IN,PRON,5,PRP,PRON,3,to,4,9,prep,alternating,"- You drove this me, Ike.",-1.257026672,-0.8514180183,2. Equal Length,PO,ADP
18208,I owe it to him.,owe,owe,him,it,1,1,0,0.5,0.5,-1.512628555,-0.5,VBP,1,i,IN,PRON,4,PRP,PRON,2,to,3,6,dative,alternating,I owe him it.,-1.512628555,-0.536929369,2. Equal Length,PO,ADP
670,maybe he does we'll have to give it to him when he gets home hah.,give,give,him,it,1,1,0,0.5,0.5,-0.3182919025,-0.5,VB,7,,IN,PRON,10,PRP,PRON,8,to,9,17,dative,alternating,maybe he does we'll have to give him it when he gets home hah.,-0.3182919025,-0.2050666809,2. Equal Length,PO,ADP
19439,"As a matter of fact, he would find out whatever Christmas presents we wanted that year, and he would buy them for himself instead of buying them for us.",buy,buy,himself,them,1,1,0,0.5,0.5,-0.4822967052,-0.5,VB,21,he,IN,PRON,24,PRP,PRON,22,for,23,32,prep,benefactive_alternating,"As a matter of fact, he would find out whatever Christmas presents we wanted that year, and he would buy himself them instead of buying them for us.",-0.4822967052,-0.2099001408,2. Equal Length,PO,ADP
20114,Leave it to me.,leave,Leave,me,it,1,1,0,0.5,0.5,-2.944633961,-0.5,VB,0,,IN,PRON,3,PRP,PRON,1,to,2,5,prep,alternating,Leave me it.,-2.944633961,-1.247177839,2. Equal Length,PO,ADP
13778,Just take time to sell it to anyone.,sell,sell,anyone,it,1,1,0,0.5,0.5,-1.967297554,-0.5,VB,4,,IN,PRON,7,PRP,PRON,5,to,6,9,dative,alternating,Just take time to sell anyone it.,-1.967297554,-1.109228134,2. Equal Length,PO,ADP
13793,"He, uh... he gave it to me.",give,gave,me,it,1,1,0,0.5,0.5,-1.032124996,-0.5,VBD,7,he,IN,PRON,10,PRP,PRON,8,to,9,12,dative,alternating,"He, uh... he gave me it.",-1.032124996,-0.5856223106,2. Equal Length,PO,ADP
16417,"- Dick, are you paying attention to me?",pay,paying,me,attention,1,1,0,0.5,-0.5,-1.169735432,-0.5,VBG,5,you,IN,PRON,8,NN,NOUN,6,to,7,10,prep,alternating,"- Dick, are you paying me attention?",-1.169735432,-0.7517077923,2. Equal Length,PO,ADP
18481,I would like you to bring the word of God to all.,bring,bring,all,the word of god,1,4,-1.386294361,0.5,-0.5,-0.1352133751,-0.5,VB,5,you,IN,PRON,11,NN,NOUN,6,to,10,13,dative,alternating,I would like you to bring all the word of God.,-0.1352133751,-0.2070698738,1. Recipient Shorter,PO,ADP
10892,So you can keep it for me.,keep,keep,me,it,1,1,0,0.5,0.5,-1.548027992,-0.5,VB,3,you,IN,PRON,6,PRP,PRON,4,for,5,8,dative,benefactive_alternating,So you can keep me it.,-1.548027992,-0.9686744213,2. Equal Length,PO,ADP
11619,Leave it to us!,leave,Leave,us,it,1,1,0,0.5,0.5,-2.806131363,-0.5,VB,0,,IN,PRON,3,PRP,PRON,1,to,2,5,prep,alternating,Leave us it!,-2.806131363,-1.226471901,2. Equal Length,PO,ADP
833,do you want to show that to me?,show,show,me,that,1,1,0,0.5,0.5,0.2054963112,-0.5,VB,4,,IN,PRON,7,DT,PRON,5,to,6,9,dative,alternating,do you want to show me that?,0.2054963112,-0.1226451397,2. Equal Length,PO,ADP
17182,Your mother thought I prepared a gift for her.,prepare,prepared,her,a gift,1,2,-0.6931471806,0.5,-0.5,-0.8488969803,-0.5,VBD,4,i,IN,PRON,8,NN,NOUN,5,for,7,10,dative,benefactive_alternating,Your mother thought I prepared her a gift.,-0.8488969803,-0.7491564751,1. Recipient Shorter,PO,ADP
5796,"Get back to that pasture fence before I take a club to you for such acting! """,take,take,you,a club,1,2,-0.6931471806,0.5,-0.5,-0.08082199097,-0.5,VBP,8,i,IN,PRON,12,NN,NOUN,9,to,11,18,dative,alternating,"Get back to that pasture fence before I take you a club for such acting! """,-0.08082199097,0.1514048576,1. Recipient Shorter,PO,ADP
367,go ahead bring it to her.,bring,bring,her,it,1,1,0,0.5,0.5,-1.101262569,-0.5,VB,2,,IN,PRON,5,PRP,PRON,3,to,4,7,dative,alternating,go ahead bring her it.,-1.101262569,-0.5324959755,2. Equal Length,PO,ADP
