global_idx,sentence,verb_lemma,verb,recipient,recipient_anim,theme,theme_anim,construction,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,recipient_pos_spacy,recipient_length,theme_length,length_difference
5144,"Now, the Rajah felt sorry for it, and thought to himself: ""I have taken away its natural food;"" so, quickly cutting off a piece of his own flesh, he threw it to the snake, saying: ""Here, take this instead. """,throw,threw,the snake,b,it,i,,VBD,37,he,IN,,40,PRP,PRON,38,to,39,53,prep,alternating,"Now, the Rajah felt sorry for it, and thought to himself: ""I have taken away its natural food;"" so, quickly cutting off a piece of his own flesh, he threw the snake it, saying: ""Here, take this instead. """,ADP,2,1,0.6931471806
5170,"He paid no heed to these, until suddenly there came a great clap of thunder, followed by an earthquake.",pay,paid,these,i,no heed,i,,VBD,1,he,IN,,5,NN,NOUN,2,to,4,22,prep,alternating,"He paid these no heed, until suddenly there came a great clap of thunder, followed by an earthquake.",ADP,1,2,-0.6931471806
5185,"Many years ago a Bunjara Naik, or headman of the clan of Bunjaras, or wandering traders, owed money to a ""Marwari, "" or money-lender at Raipur.",owe,owed,"a "" marwari , "" or money-lender at raipur",a,money,i,,VBD,19,"a bunjara naik , or headman of the clan of bunjaras , or wandering traders ,",IN,,22,NN,NOUN,20,to,21,32,dative,alternating,"Many years ago a Bunjara Naik, or headman of the clan of Bunjaras, or wandering traders, owed a "" marwari, "" or money-lender at raipur money.",ADP,6,1,1.791759469
5189,"After a few years of married life Simru died, and his wealthy widow gave alms and much money to the poor.",give,gave,the poor,a,alms and much money,i,,VBD,14,his wealthy widow,IN,,20,NNS,NOUN,15,to,19,23,prep,alternating,"After a few years of married life Simru died, and his wealthy widow gave the poor alms and much money.",ADP,2,4,-0.6931471806
5191,"""This man's days upon earth are not yet completed: take him back before his body is buried, and let his spirit re-possess his body; but in the city of Sardana you will find another man of the same name: bring him to me. """,bring,bring,me,a,him,a,,VB,45,,IN,PRON,48,PRP,PRON,46,to,47,51,dative,alternating,"""This man's days upon earth are not yet completed: take him back before his body is buried, and let his spirit re-possess his body; but in the city of Sardana you will find another man of the same name: bring me him. """,ADP,1,1,0
5252,"When the rabbit heard the story he was very angry at the wicked and deceitful badger, and told the old man to leave everything to him and he would avenge his wife's death.",leave,leave,him,a,everything,i,,VB,23,,IN,PRON,26,NN,PRON,24,to,25,36,prep,alternating,"When the rabbit heard the story he was very angry at the wicked and deceitful badger, and told the old man to leave him everything and he would avenge his wife's death.",ADP,1,1,0
5259,"The badger, who knew nothing about boats, was delighted with his new boat and thought how kind it was of the rabbit to give it to him.",give,give,him,a,it,i,,VB,25,,IN,PRON,28,PRP,PRON,26,to,27,30,dative,alternating,"The badger, who knew nothing about boats, was delighted with his new boat and thought how kind it was of the rabbit to give him it.",ADP,1,1,0
5287,"He now kept his promise and built a comfortable home for his old mother, who lived happily with him in the Capital to the end of her days.",build,built,"his old mother , who lived happily with him in the capital to the end of her days",a,a comfortable home,i,,VBD,6,,IN,,11,NN,NOUN,7,for,10,30,dative,benefactive_alternating,"He now kept his promise and built his old mother, who lived happily with him in the capital to the end of her days a comfortable home.",ADP,17,3,1.734601055
5296,"The wicked woman had carefully marked the poisoned bottle, but on coming into the room she had grown nervous, and pouring out the wine hurriedly had unconsciously given the poisoned cup to her own child.",give,given,her own child,a,the poisoned cup,i,,VBN,29,,IN,,34,NN,NOUN,30,to,33,38,prep,alternating,"The wicked woman had carefully marked the poisoned bottle, but on coming into the room she had grown nervous, and pouring out the wine hurriedly had unconsciously given her own child the poisoned cup.",ADP,3,3,0
5304,"The old servant Katoda was rewarded with the highest promotion in his master's service, and lived happily to the end of his days, devoted to the little Princess, who never forgot that she owed her life to this faithful retainer.",owe,owed,this faithful retainer,a,her life,i,,VBD,37,she,IN,,41,NN,NOUN,38,to,40,45,dative,alternating,"The old servant Katoda was rewarded with the highest promotion in his master's service, and lived happily to the end of his days, devoted to the little Princess, who never forgot that she owed this faithful retainer her life.",ADP,3,2,0.4054651081
5341,"He then left his home, at the same time sending word to the Princess that he was setting out for Mount Horai in the hope of getting her a branch of the gold and silver tree which she so much wished to have.",send,sending,the princess,a,word,i,,VBG,10,,IN,,13,NN,NOUN,11,to,12,45,dative,alternating,"He then left his home, at the same time sending the princess word that he was setting out for Mount Horai in the hope of getting her a branch of the gold and silver tree which she so much wished to have.",ADP,2,1,0.6931471806
5361,"The Emperor, as soon as the news was carried to him, sent messengers to the house to find out if the report were true or not.",send,sent,the house,i,messengers,a,,VBD,13,the emperor,IN,,16,NNS,NOUN,14,to,15,29,prep,alternating,"The Emperor, as soon as the news was carried to him, sent the house messengers to find out if the report were true or not.",ADP,2,1,0.6931471806
5364,The Princess took off her embroidered outer garment and gave it to him as a keepsake.,give,gave,him,a,it,i,,VBD,9,,IN,PRON,12,PRP,PRON,10,to,11,17,dative,alternating,The Princess took off her embroidered outer garment and gave him it as a keepsake.,ADP,1,1,0
5366,"She placed the phial of the Elixir of Life with the letter, and, giving them to the old man, she asked him to deliver them to the Emperor.",give,giving,the old man,a,them,i,,VBG,15,,IN,,18,PRP,PRON,16,to,17,32,dative,alternating,"She placed the phial of the Elixir of Life with the letter, and, giving the old man them, she asked him to deliver them to the Emperor.",ADP,3,1,1.098612289
5393,"""I will go and cook some supper for you. """,cook,cook,you,a,some supper,i,,VB,5,,IN,PRON,9,NN,NOUN,6,for,8,12,dative,benefactive_alternating,"""I will go and cook you some supper. """,ADP,1,2,-0.6931471806
5397,"He felt that he owed his wonderful escape to the protection of Buddha to whom he had prayed for help, so he took out his rosary and bowing his head as the sun rose he said his prayers and made his thanksgiving earnestly.",owe,owed,the protection of buddha to whom he had prayed for help,i,his wonderful escape,i,,VBD,4,he,IN,,9,NN,NOUN,5,to,8,45,prep,alternating,"He felt that he owed the protection of buddha to whom he had prayed for help his wonderful escape, so he took out his rosary and bowing his head as the sun rose he said his prayers and made his thanksgiving earnestly.",ADP,11,3,1.299282984
5398,I must now sell him to the butcher and make what money out of him I can.,sell,sell,the butcher,a,him,a,,VB,3,i,IN,,6,PRP,PRON,4,to,5,18,dative,alternating,I must now sell the butcher him and make what money out of him I can.,ADP,2,1,0.6931471806
5399,"The woman felt very sorry for the poor little animal, and pleaded for her husband to spare the monkey, but her pleading was all in vain, the man was determined to sell him to the butcher.",sell,sell,the butcher,a,him,a,,VB,34,,IN,,37,PRP,PRON,35,to,36,40,prep,alternating,"The woman felt very sorry for the poor little animal, and pleaded for her husband to spare the monkey, but her pleading was all in vain, the man was determined to sell the butcher him.",ADP,2,1,0.6931471806
5402,"I have grown old in the service of my master, and because I cannot dance properly now he intends to sell me to the butcher.",sell,sell,the butcher,a,me,a,,VB,22,,IN,,25,PRP,PRON,23,to,24,28,prep,alternating,"I have grown old in the service of my master, and because I cannot dance properly now he intends to sell the butcher me.",ADP,2,1,0.6931471806
5424,"The younger Princess left her sister to take charge of the Happy Hunter, and going faster than they, she reached the Sea King's Palace first, and running quickly to her father's room, she told him of all that had happened to them at the gate, and that her sister was even now bringing the Augustness to him.",bring,bringing,him,a,the augustness,i,,VBG,59,her sister,IN,PRON,63,NNP,PROPN,60,to,62,65,dative,alternating,"The younger Princess left her sister to take charge of the Happy Hunter, and going faster than they, she reached the Sea King's Palace first, and running quickly to her father's room, she told him of all that had happened to them at the gate, and that her sister was even now bringing him the Augustness.",ADP,1,2,-0.6931471806
5448,"Indeed, they loved him so much that whenever they had anything nice to eat they denied themselves to give it to Shiro.",give,give,shiro,a,it,i,,VB,19,,IN,,22,PRP,PRON,20,to,21,24,prep,alternating,"Indeed, they loved him so much that whenever they had anything nice to eat they denied themselves to give shiro it.",ADP,1,1,0
5464,"Every living thing in the sea, from the great whales down to the little shrimps, came in shoals to offer their congratulations to the bride and bridegroom and to wish them a long and prosperous life.",offer,offer,the bride and bridegroom,a,their congratulations,i,,VB,21,,IN,,25,NNS,NOUN,22,to,24,39,dative,alternating,"Every living thing in the sea, from the great whales down to the little shrimps, came in shoals to offer the bride and bridegroom their congratulations and to wish them a long and prosperous life.",ADP,4,2,0.6931471806
5470,"""If we could only get that for the Queen, Her Majesty would soon recover, "" said the doctor.",get,get,the queen,a,that,i,,VB,5,we,IN,,8,DT,PRON,6,for,7,22,dative,benefactive_alternating,"""If we could only get the queen that, Her Majesty would soon recover, "" said the doctor.",ADP,2,1,0.6931471806
5570,"The seamen came ashore and loaned their assistance to the white people, and the Negroes now joined forces with the mulattoes.",loan,loaned,the white people,a,their assistance,i,,VBD,5,,IN,,9,NN,NOUN,6,to,8,23,dative,alternating,"The seamen came ashore and loaned the white people their assistance, and the Negroes now joined forces with the mulattoes.",ADP,3,2,0.4054651081
5593,"Jackson was made angry, and without even waiting for the formal ratification of the treaties, he sent the document to the Secretary of War, with an endorsement on the back directing him ""to inquire into the alleged facts, and if found to be true, to direct the Seminoles to prepare to remove West and join the Creeks. """,send,sent,the secretary of war,a,the document,i,,VBD,18,he,IN,,22,NN,NOUN,19,to,21,65,dative,alternating,"Jackson was made angry, and without even waiting for the formal ratification of the treaties, he sent the secretary of war the document, with an endorsement on the back directing him ""to inquire into the alleged facts, and if found to be true, to direct the Seminoles to prepare to remove West and join the Creeks. """,ADP,4,2,0.6931471806
5598,"Said he: ""That chief came into the vicinity of Fort Peyton on the 20th, and sent a messenger to General Hernandez, desiring to see and converse with him.",send,sent,general hernandez,a,a messenger,a,,VBD,18,,IN,,22,NN,NOUN,19,to,21,33,dative,alternating,"Said he: ""That chief came into the vicinity of Fort Peyton on the 20th, and sent general hernandez a messenger, desiring to see and converse with him.",ADP,2,2,0
5603,"The course of events in the West Indies, he said, had given an impulse to the minds of Negroes in the United States; there was a disposition to insurgency, and it now seemed that if there was to be colonization, Africa was by all means the best place.",give,given,the minds of negroes in the united states,i,an impulse,i,,VBN,13,the course of events in the west indies,IN,,17,NN,NOUN,14,to,16,54,dative,alternating,"The course of events in the West Indies, he said, had given the minds of negroes in the united states an impulse; there was a disposition to insurgency, and it now seemed that if there was to be colonization, Africa was by all means the best place.",ADP,8,2,1.386294361
5609,"A broadside, ""The Shields of American Slavery"" (""Broad enough to hide the wrongs of two millions of stolen men"") placed side by side conflicting utterances of members of the Society; and in August, 1830, Kendall, fourth auditor, in his report to the Secretary of the Navy, wondered why the resources of the government should be used ""to colonize recaptured Africans, to build homes for them, to furnish them with farming utensils, to pay instructors to teach them, to purchase ships for their convenience, to build forts for their protection, to supply them with arms and munitions of war, to enlist troops to guard them, and to employ the army and navy in their defense.",build,build,them,a,homes,i,,VB,76,,IN,PRON,79,NNS,NOUN,77,for,78,137,dative,benefactive_alternating,"A broadside, ""The Shields of American Slavery"" (""Broad enough to hide the wrongs of two millions of stolen men"") placed side by side conflicting utterances of members of the Society; and in August, 1830, Kendall, fourth auditor, in his report to the Secretary of the Navy, wondered why the resources of the government should be used ""to colonize recaptured Africans, to build them homes, to furnish them with farming utensils, to pay instructors to teach them, to purchase ships for their convenience, to build forts for their protection, to supply them with arms and munitions of war, to enlist troops to guard them, and to employ the army and navy in their defense.",ADP,1,1,0
5675,"England had indeed assumed an attitude of opposition to the slave-trade; but her traders did not scruple to sell rum to slave dealers, and especially were they interested in the palm oil of Liberia.",sell,sell,slave dealers,a,rum,i,,VB,19,,IN,,22,NN,NOUN,20,to,21,37,dative,alternating,"England had indeed assumed an attitude of opposition to the slave-trade; but her traders did not scruple to sell slave dealers rum, and especially were they interested in the palm oil of Liberia.",ADP,2,1,0.6931471806
5683,"President Benson stated the problem to the American Government; the United States sent some money to Liberia, the people of the Republic helped in every way they could, and the whole situation was finally adjusted without any permanently bad effects, though it is well for students to remember just what Liberia had to face at this time.",send,sent,liberia,i,some money,i,,VBD,13,the united states,IN,,17,NN,NOUN,14,to,16,62,prep,alternating,"President Benson stated the problem to the American Government; the United States sent liberia some money, the people of the Republic helped in every way they could, and the whole situation was finally adjusted without any permanently bad effects, though it is well for students to remember just what Liberia had to face at this time.",ADP,1,2,-0.6931471806
5698,After studying the situation it made the following recommendations: That the United States extend its aid to Liberia in the prompt settlement of pending boundary disputes; that the United States enable Liberia to refund its debt by assuming as a guarantee for the payment of obligations under such arrangement the control and collection of the Liberian customs; that the United States lend its assistance to the Liberian Government in the reform of its internal finances; that the United States lend its aid to Liberia in organizing and drilling an adequate constabulary or frontier police force; that the United States establish and maintain a research station at Liberia; and that the United States reopen the question of establishing a coaling-station in Liberia.,lend,lend,liberia,i,its aid,i,,VB,83,the united states,IN,,87,NN,NOUN,84,to,86,128,dative,alternating,After studying the situation it made the following recommendations: That the United States extend its aid to Liberia in the prompt settlement of pending boundary disputes; that the United States enable Liberia to refund its debt by assuming as a guarantee for the payment of obligations under such arrangement the control and collection of the Liberian customs; that the United States lend its assistance to the Liberian Government in the reform of its internal finances; that the United States lend liberia its aid in organizing and drilling an adequate constabulary or frontier police force; that the United States establish and maintain a research station at Liberia; and that the United States reopen the question of establishing a coaling-station in Liberia.,ADP,1,2,-0.6931471806
5700,They go even further: rather than bring their produce to the towns and receive paper for it they will not come at all.,bring,bring,the towns,i,their produce,i,,VB,7,,IN,,11,NN,NOUN,8,to,10,25,prep,alternating,They go even further: rather than bring the towns their produce and receive paper for it they will not come at all.,ADP,2,2,0
5734,"If what is called local tone colour is necessary to music (which it most emphatically is not), why not adopt some of the Hindoo Ragas and modes--each one of which (and the modes alone number over seventy-two) will give an individual tonal character to the music written according to its rules?",give,give,the music written according to its rules,i,an individual tonal character,i,,VB,43,one of which ( and the modes alone number over seventy-two ),IN,,49,NN,NOUN,44,to,48,57,dative,alternating,"If what is called local tone colour is necessary to music (which it most emphatically is not), why not adopt some of the Hindoo Ragas and modes--each one of which (and the modes alone number over seventy-two) will give the music written according to its rules an individual tonal character?",ADP,7,4,0.5596157879
5746,"He remarked to Mr. Philip Hale that it was ""too full of horns""; and in his own copy of the score, which I possess, he has made in pencil numerous changes in the instrumentation, much to its improvement; he has, for instance, in accord with his expressed feeling, reduced the prominence of the horns, allotting their parts, in certain important instances, to the wood-wind, trombones, or trumpets.",allot,allotting,"the wood-wind , trombones , or trumpets",i,their parts,i,,VBG,65,,IN,,75,NNS,NOUN,66,to,74,83,prep,alternating,"He remarked to Mr. Philip Hale that it was ""too full of horns""; and in his own copy of the score, which I possess, he has made in pencil numerous changes in the instrumentation, much to its improvement; he has, for instance, in accord with his expressed feeling, reduced the prominence of the horns, allotting the wood-wind, trombones, or trumpets their parts, in certain important instances,.",ADP,5,2,0.9162907319
5758,"These two kindred legends MacDowell has welded into a coherent and satisfying whole; and in a verse with which he prefixes the sonata, he gives this index to its poetic content:",give,gives,its poetic content,i,this index,i,,VBZ,26,he,IN,,30,NN,NOUN,27,to,29,34,prep,alternating,"These two kindred legends MacDowell has welded into a coherent and satisfying whole; and in a verse with which he prefixes the sonata, he gives its poetic content this index :",ADP,3,2,0.4054651081
5765,And he ran to Peggs to have her sew some clothes for his soldier.,sew,sew,his soldier,a,some clothes,i,,VB,8,her,IN,,12,NNS,NOUN,9,for,11,15,dative,benefactive_alternating,And he ran to Peggs to have her sew his soldier some clothes.,ADP,2,2,0
5780,"At first the sea-horse paid no attention to the storm, but one great big clap of thunder rang out and a flash of lightning struck so close it startled him.",pay,paid,the storm,i,no attention,i,,VBD,4,the sea-horse,IN,,8,NN,NOUN,5,to,7,32,prep,alternating,"At first the sea-horse paid the storm no attention, but one great big clap of thunder rang out and a flash of lightning struck so close it startled him.",ADP,2,2,0
5802,"Belle, she'll show 'em to you.",show,show,you,a,em,i,,VB,4,she,IN,PRON,7,PRP,PRON,5,to,6,9,dative,alternating,"Belle, she'll show you 'em.",ADP,1,1,0
5821,I've told this man to go tell his troubles to Tom.,tell,tell,tom,a,his troubles,i,,VB,7,,IN,,11,NNS,NOUN,8,to,10,13,dative,alternating,I've told this man to go tell tom his troubles.,ADP,1,2,-0.6931471806
5848,"When Tom turned to reënter the shack for a final word with Mary Hope, and to let her give first aid to his eye if she would, he found that small person standing just behind him with set lips and clenched fists and her hair blowing loose from its hairpins.",give,give,his eye,i,first aid,i,,VB,19,her,IN,,23,NN,NOUN,20,to,22,53,dative,alternating,"When Tom turned to reënter the shack for a final word with Mary Hope, and to let her give his eye first aid if she would, he found that small person standing just behind him with set lips and clenched fists and her hair blowing loose from its hairpins.",ADP,2,2,0
5878,"From no part of the Jumpoff trail could it be seen, and the surrounding slope did not offer much inducement to cattle in March, when water was plentiful; wherefore riders would scarcely wander into the saucer-like hollow that contained the cottonwoods and the spring.",offer,offer,cattle,b,much inducement,i,,VB,18,the surrounding slope,IN,,22,NN,NOUN,19,to,21,48,dative,alternating,"From no part of the Jumpoff trail could it be seen, and the surrounding slope did not offer cattle much inducement in March, when water was plentiful; wherefore riders would scarcely wander into the saucer-like hollow that contained the cottonwoods and the spring.",ADP,1,2,-0.6931471806
5885,"I leave it to the boys here. """,leave,leave,the boys here,a,it,i,,VBP,1,i,IN,,4,PRP,PRON,2,to,3,9,prep,alternating,"I leave the boys here it. """,ADP,3,1,1.098612289
5888,"She had seen Lance standing near the door, and Lance had paid no attention to her, but had left an AJ man to claim the first two-step.",pay,paid,her,a,no attention,i,,VBD,12,lance,IN,PRON,16,NN,NOUN,13,to,15,30,prep,alternating,"She had seen Lance standing near the door, and Lance had paid her no attention, but had left an AJ man to claim the first two-step.",ADP,1,2,-0.6931471806
5896,You better slip it to the women that the dance breaks up early.,slip,slip,the women,a,it,i,,VB,2,you,IN,,5,PRP,PRON,3,to,4,14,dative,alternating,You better slip the women it that the dance breaks up early.,ADP,2,1,0.6931471806
5978,"""Ye needn't think I'll give an inch to you; it's bad enough. """,give,give,you,a,an inch,i,,VB,7,i,IN,PRON,11,NN,NOUN,8,to,10,19,dative,alternating,"""Ye needn't think I'll give you an inch; it's bad enough. """,ADP,1,2,-0.6931471806
6001,"Jimmy took a paper from his pocket, and gravely handed it to him.",hand,handed,him,a,it,i,,VBD,10,,IN,PRON,13,PRP,PRON,11,to,12,15,dative,alternating,"Jimmy took a paper from his pocket, and gravely handed him it.",ADP,1,1,0
6025,"The Housekeeper, with a new attack of hysterics, protested that she had not dared to interfere, though she had a key, nor could she give it to a policeman without my authority--she knew her duty.",give,give,a policeman,a,it,i,,VB,28,she,IN,,31,PRP,PRON,29,to,30,40,dative,alternating,"The Housekeeper, with a new attack of hysterics, protested that she had not dared to interfere, though she had a key, nor could she give a policeman it without my authority--she knew her duty.",ADP,2,1,0.6931471806
6096,"Almost before I realized it, he had fallen into the habit of preparing some special dish for me, or of making my coffee, when I chanced to be alone for lunch or for dinner.",prepare,preparing,me,a,some special dish,i,,VBG,13,,IN,PRON,18,NN,NOUN,14,for,17,38,dative,benefactive_alternating,"Almost before I realized it, he had fallen into the habit of preparing me some special dish, or of making my coffee, when I chanced to be alone for lunch or for dinner.",ADP,1,3,-1.098612289
6140,"If she could not take care of him, she should send him to school where there were responsible people who could.",send,send,school where there were responsible people who could,i,him,a,,VB,11,she,IN,,14,PRP,PRON,12,to,13,23,prep,alternating,"If she could not take care of him, she should send school where there were responsible people who could him.",ADP,8,1,2.079441542
6194,We will not tell this to the father until the time comes.,tell,tell,the father,a,this,i,,VB,3,we,IN,,6,DT,PRON,4,to,5,13,dative,alternating,We will not tell the father this until the time comes.,ADP,2,1,0.6931471806
6216,"If you did not give a certain percentage to the brokers, your bags and bales were stowed away somewhere on a corner of a wharf exposed to the rain and the sea.",give,give,the brokers,a,a certain percentage,i,,VB,4,you,IN,,9,NN,NOUN,5,to,8,34,dative,alternating,"If you did not give the brokers a certain percentage, your bags and bales were stowed away somewhere on a corner of a wharf exposed to the rain and the sea.",ADP,2,3,-0.4054651081
6218,"These vessels were poorly manned, for the Portuguese sailors, whenever they arrived in port, went ashore and left the care of their ship to a few cabin-boys and black slaves.",leave,left,a few cabin-boys and black slaves,a,the care of their ship,i,,VBD,20,,IN,,27,NN,NOUN,21,to,26,34,prep,alternating,"These vessels were poorly manned, for the Portuguese sailors, whenever they arrived in port, went ashore and left a few cabin-boys and black slaves the care of their ship.",ADP,6,5,0.1823215568
6229,The roof offered the greatest difficulty to the inexperienced builders.,offer,offered,the inexperienced builders,a,the greatest difficulty,i,,VBD,2,the roof,IN,,7,NN,NOUN,3,to,6,11,dative,alternating,The roof offered the inexperienced builders the greatest difficulty.,ADP,3,3,0
6268,"They offered their pepper to the Hollanders at a ridiculously low price, but after the bags had been weighed they were found to be weighted with stones and sand and pieces of glass.",offer,offered,the hollanders,a,their pepper,i,,VBD,1,they,IN,,5,NN,NOUN,2,to,4,35,dative,alternating,"They offered the hollanders their pepper at a ridiculously low price, but after the bags had been weighed they were found to be weighted with stones and sand and pieces of glass.",ADP,2,2,0
6269,"One day they were allowed to pay a visit to the Dutch ships, and the tales of their misery were so harrowing that the admiral had given them some money to be used for the purpose of buying food and clothes.",pay,pay,the dutch ships,i,a visit,i,,VB,6,,IN,,10,NN,NOUN,7,to,9,43,dative,alternating,"One day they were allowed to pay the dutch ships a visit, and the tales of their misery were so harrowing that the admiral had given them some money to be used for the purpose of buying food and clothes.",ADP,3,2,0.4054651081
6276,The Portuguese sent a boat to the Dutch ships to ask what they wanted.,send,sent,the dutch ships,i,a boat,i,,VBD,2,the portuguese,IN,,6,NN,NOUN,3,to,5,15,dative,alternating,The Portuguese sent the dutch ships a boat to ask what they wanted.,ADP,3,2,0.4054651081
6285,"As a last insult, he sent a message to the Spanish governor to tell him that he intended to visit his capital shortly, and then got ready to depart for further conquest.",send,sent,the spanish governor,a,a message,i,,VBD,6,he,IN,,10,NN,NOUN,7,to,9,35,dative,alternating,"As a last insult, he sent the spanish governor a message to tell him that he intended to visit his capital shortly, and then got ready to depart for further conquest.",ADP,3,2,0.4054651081
6290,They sent a boat to the shore to discover some native tribe which owned cattle.,send,sent,the shore,i,a boat,i,,VBD,1,they,IN,,5,NN,NOUN,2,to,4,16,prep,alternating,They sent the shore a boat to discover some native tribe which owned cattle.,ADP,2,2,0
6346,Meantime the complete revelation of the Ridolfi conspiracy brought conclusive proofs of the real hostility of Spain to Elizabeth.,bring,brought,elizabeth,a,conclusive proofs of the real hostility of spain,i,,VBD,8,the complete revelation of the ridolfi conspiracy,IN,,18,NNS,NOUN,9,to,17,20,prep,alternating,Meantime the complete revelation of the Ridolfi conspiracy brought elizabeth conclusive proofs of the real hostility of Spain.,ADP,1,8,-2.079441542
6348,"For some years the Protestant policy was out of court so far as Spain and the Netherlands were concerned; the comparative moderation of the new Governor, Requesens, giving plausibility to the hope that a modus vivendi might be arrived at--that Philip’s maximum of concession and Orange’s minimum of demand might prove capable of adjustment.",give,giving,the hope that a modus vivendi might be arrived at--that philip ’s maximum of concession and orange ’s minimum of demand might prove capable of adjustment,i,plausibility,i,,VBG,30,"the comparative moderation of the new governor , requesens ,",IN,,33,NN,NOUN,31,to,32,60,dative,alternating,"For some years the Protestant policy was out of court so far as Spain and the Netherlands were concerned; the comparative moderation of the new Governor, Requesens, giving the hope that a modus vivendi might be arrived at--that philip ’s maximum of concession and orange ’s minimum of demand might prove capable of adjustment plausibility.",ADP,26,1,3.258096538
6376,"Scarcely was Elizabeth dead and James on the throne when a plot for his removal and the substitution of Arabella was brought to light, and Raleigh was charged with having sold himself to Spain and being a principal agent in the conspiracy, which involved the introduction of Spanish troops.",sell,sold,spain,i,himself,a,,VBN,31,,IN,,34,PRP,PRON,32,to,33,52,prep,alternating,"Scarcely was Elizabeth dead and James on the throne when a plot for his removal and the substitution of Arabella was brought to light, and Raleigh was charged with having sold spain himself and being a principal agent in the conspiracy, which involved the introduction of Spanish troops.",ADP,1,1,0
6501,"For five days Moh-Kwa had no fire an’ it gave him a bad heart; for while Moh-Kwa could eat his food raw an’ never cared for that, he could not smoke his kinnikinick unless Ish-koo-dah, the Fire, was there to light his pipe for him.",light,light,him,a,his pipe,i,,VB,46,,IN,PRON,50,NN,NOUN,47,for,49,52,dative,benefactive_alternating,"For five days Moh-Kwa had no fire an’ it gave him a bad heart; for while Moh-Kwa could eat his food raw an’ never cared for that, he could not smoke his kinnikinick unless Ish-koo-dah, the Fire, was there to light him his pipe.",ADP,1,2,-0.6931471806
6508,"But there was one who listened to Coldheart while he gave his orders to the evil Lynx, although she was no Sioux.",give,gave,the evil lynx,b,his orders,i,,VBD,10,he,IN,,14,NNS,NOUN,11,to,13,24,dative,alternating,"But there was one who listened to Coldheart while he gave the evil lynx his orders, although she was no Sioux.",ADP,3,2,0.4054651081
6513,"But Coldheart was too wise to make this boast; he knew that Openhand whether with knife or lance or arrow would give him at once to Pau-guk, an’ that would end his revenge.",give,give,pau-guk,a,him,a,,VB,22,openhand,IN,,27,PRP,PRON,23,to,26,37,dative,alternating,"But Coldheart was too wise to make this boast; he knew that Openhand whether with knife or lance or arrow would give pau-guk him at once, an’ that would end his revenge.",ADP,1,1,0
6514,"Coldheart had sent twenty ponies to the Black-foot chief, Dull Knife, where he lived on the banks of the Little Bighorn.",send,sent,"the black-foot chief , dull knife , where he lived on the banks of the little bighorn",a,twenty ponies,b,,VBN,2,coldheart,IN,,6,NNS,NOUN,3,to,5,24,prep,alternating,"Coldheart had sent the black-foot chief, dull knife, where he lived on the banks of the little bighorn twenty ponies.",ADP,15,2,2.014903021
6589,"Moh-Kwa, collecting the knife, the bear-claws an’ the big medicine robe from the lodge of Kwa-Sind, gave them to the Swallow again.",give,gave,the swallow,a,them,i,,VBD,20,moh-kwa,IN,,23,PRP,PRON,21,to,22,27,prep,alternating,"Moh-Kwa, collecting the knife, the bear-claws an’ the big medicine robe from the lodge of Kwa-Sind, gave the swallow them again.",ADP,2,1,0.6931471806
6625,"After showing the automaton in various cities of Europe, Maelzel sold it to Napoleon’s step-son, Eugène Beauharnais, the Viceroy of the Kingdom of Italy.",sell,sold,"napoleon ’s step-son , eugène beauharnais , the viceroy of the kingdom of italy",a,it,i,,VBD,11,maelzel,IN,,14,PRP,PRON,12,to,13,29,dative,alternating,"After showing the automaton in various cities of Europe, Maelzel sold napoleon ’s step-son, eugène beauharnais, the viceroy of the kingdom of italy it.",ADP,12,1,2.48490665
6643,"In effect it was shortly as follows:-After having requested the spectators carefully to examine a large envelope sealed on all sides, I handed it to the Archbishop’s Grand Vicar, begging him to keep it in his own possession.",hand,handed,the archbishop ’s grand vicar,a,it,i,,VBD,23,i,IN,,26,PRP,PRON,24,to,25,42,dative,alternating,"In effect it was shortly as follows:-After having requested the spectators carefully to examine a large envelope sealed on all sides, I handed the archbishop ’s grand vicar it, begging him to keep it in his own possession.",ADP,5,1,1.609437912
6734,"This society owes its foundation to two practising physicians of New York, Dr. W. Golden Mortimer, an ex-conjurer, and Dr. Saram R. Ellison, the collector of magic literature.",owe,owes,"two practising physicians of new york , dr. w. golden mortimer , an ex-conjurer , and dr. saram r. ellison , the collector of magic literature",a,its foundation,i,,VBZ,2,this society,IN,,6,NN,NOUN,3,to,5,33,prep,alternating,"This society owes two practising physicians of new york, dr. w. golden mortimer, an ex-conjurer, and dr. saram r. ellison, the collector of magic literature its foundation ",ADP,22,2,2.397895273
6784,"His final view, as we have already seen, [2637] was that this harbour extended no further westward than Hythe itself: but in giving utterance to this opinion he did not explain why he had abandoned the one which preceded it, and indeed made no allusion to it at all.",give,giving,this opinion,i,utterance,i,,VBG,27,,IN,,30,NN,NOUN,28,to,29,56,dative,alternating,"His final view, as we have already seen, [2637] was that this harbour extended no further westward than Hythe itself: but in giving this opinion utterance he did not explain why he had abandoned the one which preceded it, and indeed made no allusion to it at all.",ADP,2,1,0.6931471806
